cik,zip,state,city
88205,28277,NC,CHARLOTTE
88498,66636-0001,KS,TOPEKA
88525,20850,MD,ROCKVILLE
88565,66636-0001,KS,TOPEKA
88676,66636-0001,KS,TOPEKA
88790,55112,MN,ARDEN HILLS
88808,85756,AZ,TUCSON
88941,93012-8790,CA,CAMARILLO
88948,14505,NY,MARION
89012,54481,WI,STEVENS POINT
89043,10111,NY,NEW YORK
89089,77019,TX,HOUSTON
89140,14059,NY,ELMA
89439,38017,TN,COLLIERVILLE
89800,44113,OH,CLEVELAND
90045,18042,PA,EASTON
90185,63103,MO,ST LOUIS
90283,95056,CA,SANTA CLARA
90896,48084,MI,TROY
91142,53224,WI,MILWAUKEE
91388,23430,VA,SMITHFIELD
91419,44667,OH,ORRVILLE
91440,53143,WI,KENOSHA
91576,44114-1306,OH,CLEVELAND
91741,02458,MA,NEWTON
91767,29551-0160,SC,HARTSVILLE
91847,53212,WI,MILWAUKEE
91928,08037,NJ,FOLSOM
92081,35203,AL,BIRMINGHAM
92103,91770,CA,ROSEMEAD
92122,30308,GA,ATLANTA
92230,28202,NC,CHARLOTTE
92275,23510,VA,NORFOLK
92339,36117,AL,MONTGOMERY
92344,75204,TX,DALLAS
92380,75235,TX,DALLAS
92416,89113,NV,LAS VEGAS
92472,90017-3782,CA,LOS ANGELES
92751,10004,NY,NEW YORK
92769,16415,PA,FAIRVIEW
93319,27893,NC,WILSON
93384,11788,NY,HAUPPAUGE
93389,11101,NY,LONG ISLAND CITY
93410,77002,TX,HOUSTON
93444,19046,PA,JENKINTOWN
93451,10019-6108,NY,NEW YORK
93542,60143,IL,ITASCA
93556,06053,CT,NEW BRITAIN
93621,14625-2807,NY,ROCHESTER
93676,01331,MA,ATHOL
93715,61791-0001,IL,BLOOMINGTON
93730,01653-1959,MA,WORCHESTER
93751,02114,MA,BOSTON
93859,78257,TX,SAN ANTONIO
94049,60093,IL,NORTHFIELD
94056,33309,FL,FORT LAUDERDALE
94328,77008,TX,HOUSTON
94344,77056,TX,HOUSTON
94538,03079,NH,SALEM
94673,80028-4309,CO,LOUISVILLE
94784,02466,MA,AUBURNDALE
94845,94111,CA,SAN FRANCISCO
94887,02421,MA,LEXINGTON
95029,27027,NC,MAYODAN
95052,33027,FL,PEMBROKE PINES
95301,10166,NY,NEW YORK
95304,19103-7583,PA,PHILADELPHIA
95521,55344,MN,EDEN PRAIRIE
95552,48033,MI,SOUTHFIELD
95574,33701,FL,ST. PETERSBURG
95585,07645,NJ,MONTVALE
95603,10022-6225,NY,NEW YORK
95953,60173,IL,SCHAUMBURG
96021,77077,TX,HOUSTON
96057,92123,CA,SAN DIEGO
96223,10022,NY,NEW YORK
96287,76107,TX,FORT WORTH
96289,76102,TX,FORT WORTH
96412,19112,PA,PHILADELPHIA
96638,19477,PA,SPRING HOUSE
96763,92128,CA,SAN DIEGO
96793,30339,GA,ATLANTA
96831,48108,MI,ANN ARBOR
96869,93243,CA,LEBEC
96879,97077,OR,BEAVERTON
96943,19087,PA,WAYNE
97052,34221,FL,PALMETTO
97098,19809,DE,WILMINGTON
97134,55344,MN,EDEN PRAIRIE
97196,10022,NY,NEW YORK
97210,01864,MA,NORTH READING
97216,06851,CT,NORWALK
97472,75247-6913,TX,DALLAS
97476,75266,TX,DALLAS
97745,02451,MA,WALTHAM
97854,38125,TN,MEMPHIS
97886,40207,KY,LOUISVILLE
98222,77024,TX,HOUSTON
98246,10022,NY,NEW YORK
98362,44720-5450,OH,NORTH CANTON
98410,80202,CO,DENVER
98537,98134,WA,SEATTLE
98677,60629,IL,CHICAGO
98720,75009,I0,PARIS
98827,64105,MO,KANSAS CITY
99047,10005,NY,NEW YORK
99106,10022,NY,NEW YORK
99188,90025,CA,LOS ANGELES
99197,80202,CO,DENVER
99203,90025,CA,LOS ANGELES
99302,14624,NY,ROCHESTER
99359,44114,OH,CLEVELAND
99440,02116-3700,MA,BOSTON
99444,02116-3700,MA,BOSTON
99614,02210,MA,BOSTON
99780,75254,TX,DALLAS
100122,85701,AZ,TUCSON
100331,91367,CA,WOODLAND HILLS
100334,64111,MO,KANSAS CITY
100378,53403,WI,RACINE
100493,72765-2020,AR,SPRINGDALE
100517,60606,IL,CHICAGO
100591,22203,VA,ARLINGTON
100716,91302,CA,CALABASAS
100726,27419-9109,NC,GREENSBORO
100786,55474,MN,MINNEAPOLIS
100802,55474,MN,MINNEAPOLIS
100826,63166,MO,ST LOUIS
100885,68179,NE,OMAHA
100893,38119,TN,MEMPHIS
101063,28202,NC,CHALOTTE
101122,66202,KS,OVERLAND PARK
101199,52401,IA,CEDAR RAPIDS
101271,21030,MD,HUNT VALLEY
101382,64106,MO,KANSAS CITY
101424,84060,UT,PARK CITY
101507,04101,ME,PORTLAND
101778,77253-3128,TX,HOUSTON
101829,22209,VA,ARLINGTON
101830,66251,KS,OVERLAND PARK
101844,38150,TN,MEMPHIS
101984,85254,AZ,SCOTTSDALE
101990,70562,LA,NEW IBERIA
102037,23235,VA,RICHMOND
102212,18964,PA,SOUDERTON
102379,94111,CA,SAN FRANCISCO
102401,78288-0227,TX,SAN ANTONIO
102729,68154,NE,OMAHA
102741,55415,MN,MINNEAPOLIS
102752,33025,FL,MIRAMAR
102756,34236,FL,SARASOTA
102767,34236,FL,SARASOTA
102816,02109,MA,BOSTON
102818,02109,MA,BOSTON
103096,06095,CT,WINDSOR
103145,11803,NY,PLAINVIEW
103341,02721,MA,FALL RIVER
103361,19109,PA,PHILADELPHIA
103379,80202,CO,DENVER
103595,07081,NJ,SPRINGFIELD
103730,19355,PA,MALVERN
103872,92865,CA,ORANGE
103884,37203,TN,NASHVILLE
103973,35242,AL,BIRMINGHAM
104169,72716,AR,BENTONVILLE
104207,60015,IL,DEERFIELD
104599,23233,VA,RICHMOND
104777,19106,PA,PHILADELPHIA
104865,90071,CA,LOS ANGELES
104889,22209,VA,ARLINGTON
104894,20814,MD,BETHESDA
104918,99202,WA,SPOKANE
104987,55441,MN,MINNEAPOLIS
105006,95134,CA,SAN JOSE
105016,33133,FL,COCONUT GROVE
105076,54455,WI,MOSINEE
105132,92131,CA,SAN DIEGO
105319,10011,NY,NEW YORK
105377,77046,TX,HOUSTON
105418,17801,PA,SUNBURY
105608,60446,IL,ROMEOVILLE
105634,06851,CT,NORWALK
105668,43017,OH,DUBLIN
105729,91101,CA,PASADENA
105770,19341,PA,EXTON
106040,95119,CA,SAN JOSE
106374,33131,FL,MIAMI
106455,80112,CO,ENGLEWOOD
106532,53312,WI,GLENDALE
106535,98104,WA,SEATTLE
106618,10022,NY,NEW YORK
106640,49022-2692,MI,BENTON HARBOR
106926,70130,LA,NEW ORLEANS
107140,07030,NJ,HOBOKEN
107263,74172,OK,TULSA
107454,07936,NJ,EAST HANOVER
107681,32254,FL,JACKSONVILLE
107687,55347,MN,EDEN PRAIRIE
107822,53202,WI,MILWAUKEE
107832,53718-2148,WI,MADISON
107874,75225,TX,DALLAS
108215,60015,IL,DEERFIELD
108312,80524,CO,FORT COLLINS
108385,29601,SC,GREENVILLE
108516,43085,OH,COLUMBUS
108601,60611,IL,CHICAGO
109156,75038,TX,IRVING
109177,53562,WI,MIDDLETON
109198,01701,MA,FRAMINGHAM
109261,91367,CA,WOODLAND HILLS
109312,53202,WI,MILWAUKEE
109380,84133,UT,SALT LAKE CITY
109471,33765,FL,CLEARWATER
109563,44115-5056,OH,CLEVELAND
109758,21046,MD,COLUMBIA
109831,93111-2919,CA,SANTA BARBARA
110055,08536,DE,WILMINGTON
110230,37402,TN,CHATTANOOGA
110430,77024,TX,HOUSTON
110471,49351,MI,ROCKFORD
110536,91302,CA,CALABASAS
110621,44258,OH,MEDINA
110698,62715-0001,IL,SPRINGFIELD
200138,05401,VT,BURLINGTON
200159,98101,WA,SEATTLE
200406,08933,NJ,NEW BRUNSWICK
200489,02199,MA,BOSTON
201461,90210,CA,BEVERLY HILLS
201533,49201,MI,JACKSON
201670,19106-2354,PA,PHILADELPHIA
201801,15086-7561,PA,WARRENDALE
202032,77046,TX,HOUSTON
202058,32919,FL,MELBOURNE
202375,10017,NY,NEW YORK
202679,02109-1820,MA,BOSTON
202741,19809,DE,WILMINGTON
202890,44122,OH,BEACHWOOD
203002,85756,AZ,TUCSON
203077,55117,MN,ST PAUL
203142,10022-6225,NY,NEW YORK
203200,43017,OH,DUBLIN
203248,75219,TX,DALLAS
203527,94304-1038,CA,PALO ALTO
203596,26003,WV,WHEELING
205007,77046,TX,HOUSTON
205010,77046,TX,HOUSTON
205323,02210,MA,BOSTON
205520,95113,CA,SAN JOSE
205545,10004,NY,NEW YORK
205700,01471,MA,GROTON
206030,06067,CT,ROCKY HILL
215219,75234-8923,TX,DALLAS
215310,55303,MN,RAMSEY
215403,44136,OH,STRONGSVILLE
215419,08086,NJ,THOROFARE
215466,60606,IL,CHICAGO
215740,02114,MA,BOSTON
215829,02210,MA,BOSTON
215952,45209,OH,CINCINNATI
216039,60661,IL,CHICAGO
216085,30342,GA,ATLANTA
216228,06902,CT,STAMFORD
216275,17233,PA,MCCONNELLSBURG
216324,91311,CA,CHATSWORTH
216539,23219,VA,RICHMOND
216851,21202,MD,BALTIMORE
217087,20850,MD,ROCKVILLE
217346,02903,RI,PROVIDENCE
225030,20037,DC,WASHINGTON
225051,90220,CA,COMPTON
225263,92714,CA,IRVINE
225322,02210,MA,BOSTON
225323,02210,MA,BOSTON
225399,19809,DE,WILMINGTON
225463,45342,OH,MIAMISBURG
225628,06901,CT,STAMFORD
225635,19809,DE,WILMINGTON
225648,07960,NJ,MORRISTOWN
225789,90211,CA,BEVERLY HILLS
225843,05604,VT,MONTPELIER
225868,03063,NH,NASHUA
225930,33301-1923,FL,FORT LAUDERDALE
230131,34232,FL,SARASOTA
230463,77002,TX,HOUSTON
230498,30071,GA,NORCROSS
230557,07890,NJ,BRANCHVILLE
275053,84048,UT,LEHI
275309,02210,MA,BOSTON
275694,28202,NC,CHARLOTTE
275811,10004,NY,NEW YORK
275857,80112-3924,CO,CENTENNIAL
275858,20874,MD,GERMANTOWN
275880,20120,VA,CENTREVILLE
276209,06413,CT,CLINTON
276283,84108,UT,SALT LAKE CITY
276300,21202,MD,BALTIMORE
276400,43215,OH,COLUMBUS
276516,02110,MA,BOSTON
276716,02111,MA,BOSTON
276720,80137,CO,WATKINS
276776,02109,MA,BOSTON
276889,77027,TX,HOUSTON
277058,89119,NV,LAS VEGAS
277135,60045-5201,IL,LAKE FOREST
277158,48060,MI,PORT HURON
277375,40391,KY,WINCHESTER
277509,60515,IL,DOWNERS GROVE
277585,10016,NY,NEW YORK
277595,35203-2707,AL,BIRMINGHAM
277638,44240-5193,OH,KENT
277751,80206,CO,DENVER
277924,80202,CO,DENVER
277928,11717,NY,EDGEWOOD
277948,32202,FL,JACKSONVILLE
278001,02210,MA,BOSTON
278041,70130,LA,NEW ORLEANS
278130,76134,TX,FORT WORTH
278166,85012,AZ,PHOENIX
278352,11742-1300,NY,HOLTSVILLE
310056,11788,NY,HAUPPAUGE
310142,53202-5304,WI,MILWAUKEE
310158,07065,NJ,RAHWAY
310316,GY1 3RR,X0,"GUERNSEY, C.I."
310354,03079,NH,SALEM
310433,18612-9799,PA,DALLAS
310522,20005,DC,WASHINGTON
310568,85224,AZ,CHANDLER
310569,63118-1852,MO,ST LOUIS
310624,22033,VA,FAIRFAX
310764,49002,MI,PORTAGE
311046,06708,CT,WATERBURY
311094,94901,CA,SAN RAFAEL
311101,40507,KY,LEXINGTON
311407,92618,CA,IRVINE
311471,74101-3102,OK,TULSA
311505,92606,CA,IRVINE
311847,10036,NY,NEW YORK
311871,97201,OR,PORTLAND
311884,02210,MA,BOSTON
312538,80112-3924,CO,CENTENNIAL
312555,80112-3924,CO,CENTENNIAL
313136,43219,OH,COLUMBUS
313143,02110,MA,BOSTON
313180,48034,MI,SOUTHFIELD
313212,21231,MD,BALTIMORE
313337,53154,WI,OAK CREEK
313397,10154-0004,NY,NEW YORK
313616,20037-1701,DC,WASHINGTON
313716,14902,NY,ELMIRA
313749,75038,TX,IRVING
313927,08628,NJ,EWING
314132,92503,CA,RIVERSIDE
314237,90211,CA,BEVERLY HILLS
314340,06830,CT,GREENWICH
314366,10036,NY,NEW YORK
314436,97006,OR,BEAVERTON
314650,63131,MO,ST. LOUIS
314690,29602,SC,GREENVILLE
314727,48084-4142,MI,TROY
314808,HM 11,D0,HAMILTON
315131,76107,TX,FORT WORTH
315189,61265-8098,IL,MOLINE
315213,94025,CA,MENLO PARK
315293,D02 VR98,L2,DUBLIN 2
315374,46268,IN,INDIANAPOLIS
315428,89113-0189,NV,LAS VEGAS
315449,80504,CO,LONGMONT
315554,02116,MA,BOSTON
315665,02111,MA,BOSTON
315700,02210,MA,BOSTON
315709,78040-1359,TX,LAREDO
315754,45242,OH,CINCINNATI
315774,04101,ME,PORTLAND
315812,10036,NY,NEW YORK
315852,76102,TX,FT WORTH
315858,33301,FL,FORT LAUDERDALE
316206,06902,CT,STAMFORD
316220,29602,SC,GREENVILLE
316253,11735,NY,FARMINGDALE
316300,75251,TX,DALLAS
316312,96811,HI,HONOLULU
316709,76262,TX,WESTLAKE
316770,45202,OH,CINCINNATI
316793,90245,CA,EL SEGUNDO
317031,02110,MA,BOSTON
317093,60154,IL,WESTCHESTER
317158,M1L 2H5,A6,ONTARIO CANADA
317540,28211,NC,CHARLOTTE
317771,60563,IL,NAPERVILLE
317872,40232,KY,LOUISVILLE
317947,02116,MA,BOSTON
318107,80202,CO,DENVER
318154,91320,CA,THOUSAND OAKS
318192,02110,MA,BOSTON
318300,45750-0738,OH,MARIETTA
318306,44103,OH,CLEVELAND
318380,91201-2349,CA,GLENDALE
318478,10286,NY,NEW YORK
318673,84157,UT,SALT LAKE CITY
318771,94080,CA,SOUTH SAN FRANCISCO
318833,77478,TX,SUGAR LAND
318835,90803,CA,LONG BEACH
318986,90211,CA,BEVERLY HILLS
318996,77010,TX,HOUSTON
319108,19809,DE,WILMINGTON
319126,10523,NY,ELMSFORD
319191,95035,CA,MILPITAS
319201,95035,CA,MILPITAS
319256,60179,IL,HOFFMAN ESTATES
319450,95119,CA,SAN JOSE
319459,77010,TX,HOUSTON
319654,75219-4518,TX,DALLAS
319676,20036,DC,WASHINGTON
319687,60606,IL,CHICAGO
319697,30319,GA,ATLANTA
319767,80112-3924,CO,CENTENNIAL
319815,92123,CA,SAN DIEGO
320121,20147,VA,ASHBURN
320186,77042-4136,TX,HOUSTON
320187,97005-6453,OR,BEAVERTON
320193,95014,CA,CUPERTINO
320254,02210,MA,BOSTON
320333,07086,NJ,WEEHAWKEN
320335,75070,TX,MCKINNEY
320345,21046-2289,MD,COLUMBIA
320351,02210,MA,BOSTON
320431,90040,CA,COMMERCE
320575,77064,TX,HOUSTON
350066,85281,AZ,TEMPE
350077,60085,IL,WAUKEGAN
350181,10001,NY,NEW YORK
350199,10018,NY,NEW YORK
350426,77002,TX,HOUSTON
350563,33602,FL,TAMPA
350621,16801,PA,STATE COLLEGE
350692,55343-9420,MN,MINNETONKA
350698,33301,FL,FORT LAUDERDALE
350750,32746,FL,LAKE MARY
350832,89169,NV,LAS VEGAS
350847,20006,DC,WASHINGTON
350852,41502-2947,KY,PIKEVILLE
350868,78746,TX,AUSTIN
350894,19456-1100,PA,OAKS
350900,33301-1923,FL,FORT LAUDERDALE
350907,94588,CA,PLEASANTON
350917,92626,CA,COSTA MESA
351012,12110-0461,NY,LATHAM
351077,48502,MI,FLINT
351145,35894-0001,AL,HUNTSVILLE
351231,79701,TX,MIDLAND
351298,55386,MN,VICTORIA
351346,46582,IN,WARSAW
351541,33306,FL,FT LAUDERDALE
351569,30305,GA,ATLANTA
351710,90017,CA,LOS ANGELES
351717,14481,NY,LEICESTER
351721,75024,TX,PLANO
351817,77024,TX,HOUSTON
351834,55344,MN,EDEN PRAIRIE
351903,10019,NY,NEW YORK
352305,94618,CA,OAKLAND
352363,10016,NY,NEW YORK
352510,11747,NY,MELVILLE
352541,53718-2148,WI,MADISON
352665,07102,NJ,NEWARK
352667,45202-4203,OH,CINCINNATI
352789,92130,CA,SAN DIEGO
352825,15220,PA,PITTSBURGH
352915,19406,PA,KING OF PRUSSIA
352947,08830,NJ,ISELIN
352988,22314,VA,ALEXANDRIA
352998,08310,NJ,BUENA
353020,63005,MO,CHESTERFIELD
353101,15086-7561,PA,WARRENDALE
353184,28262,NC,CHARLOTTE
353230,45202,OH,CINCINNATI
353316,94403-1906,CA,SAN MATEO
353394,20190,VA,RESTON
353447,10154-0004,NY,NEW YORK
353482,33324,FL,PLANTATION
353567,77057,TX,HOUSTON
353569,92121,CA,SAN DIEGO
353905,43215,OH,COLUMBUS
353944,89113,NV,LAS VEGAS
354046,02210,MA,BOSTON
354185,66636-0001,KS,TOPEKA
354190,60008-4050,IL,ROLLING MEADOWS
354562,33144,FL,MIAMI
354631,53202,WI,MILWAUKEE
354647,91764,CA,ONTARIO
354707,96813,HI,HONOLULU
354869,44308,OH,AKRON
354908,91360,CA,THOUSAND OAKS
354913,19406-1409,PA,KING OF PRUSSIA
354950,30339-4024,GA,ATLANTA
354963,22824,VA,EDINBURG
355411,80112-3924,CO,CENTENNIAL
355429,35223,AL,BIRMINGHAM
355437,78746,TX,AUSTIN
355573,90211,CA,BEVERLY HILLS
355605,07102,NJ,NEWARK
355622,29652,SC,GREER
355627,46204,IN,INDIANAPOLIS
355637,29602,SC,GREENVILLE
355751,10004,NY,NEW YORK
355766,75219,TX,DALLAS
355777,02021,MA,CANTON
355787,10020,NY,NEW YORK
355811,49464,MI,ZEELAND
355916,19809,DE,WILMINGTON
355948,60147,IL,LAFOX
355999,60015-2559,IL,DEERFIELD
356013,19809,DE,WILMINGTON
356028,10022,NY,NEW YORK
356037,01854,MA,LOWELL
356080,75202,TX,DALLAS
356130,50309,IA,DES MOINES
356134,55440-1330,MN,MINNEAPOLIS
356171,95973,CA,CHICO
356173,02210,MA,BOSTON
356213,89169,NV,LAS VEGAS
356305,10004,NY,NEW YORK
356309,07719,NJ,WALL
356446,07921,NJ,BEDMINSTER
356475,28277,NC,CHARLOTTE
356476,80111,CO,GREENWOOD VILLAGE
356494,02210,MA,BOSTON
356555,78288-0227,TX,SAN ANTONIO
356682,20036,DC,WASHINGTON
356708,90067,CA,LOS ANGELES
356786,55402,MN,MINNEAPOLIS
356822,98124-1890,WA,SEATTLE
356830,02451,MA,WALTHAM
356865,80112-3924,CO,CENTENNIAL
357020,02062,MA,NORWOOD
357057,02210,MA,BOSTON
357097,19341,PA,EXTON
357159,15086-7561,PA,WARRENDALE
357173,60507,IL,AURORA
357204,45246,OH,CINCINNATI
357238,02210,MA,BOSTON
357247,80112-3924,CO,CENTENNIAL
357264,931600839,CA,SANTA BARBARA
357294,07747,NJ,MATAWAN
357301,12205,NY,ALBANY
700564,17604,PA,LANCASTER
700565,61938,IL,MATTOON
700733,18101,PA,ALLENTOWN
700863,17543,PA,LITITZ
700871,02116-3700,MA,BOSTON
700923,80241,CO,THORNTON
701039,20036,DC,WASHINGTON
701221,06002,CT,BLOOMFIELD
701265,80112-3924,CO,CENTENNIAL
701275,07102,NJ,NEWARK
701276,07102,NJ,NEWARK
701319,55442,MN,MINNEAPOLIS
701345,85281,AZ,TEMPE
701347,96813,HI,HONOLULU
701374,76011,TX,ARLINGTON
701382,80112-3924,CO,CENTENNIAL
701387,10004,NY,NEW YORK
701388,10004,NY,NEW YORK
701650,75261-9048,TX,DALLAS AIRPORT
701748,77046,TX,HOUSTON
701804,01301,MA,GREENFIELD
701811,97070-7777,OR,WILSONVILLE
701853,38804,MS,TUPELO
701869,06902,CT,STAMFORD
701939,02109,MA,BOSTON
701985,43230,OH,COLUMBUS
702131,55437,MN,BLOOMINGTON
702149,02210,MA,BOSTON
702165,30308,GA,ATLANTA
702259,90045,CA,LOS ANGELES
702325,60631,IL,CHICAGO
702340,19428,PA,CONSHOHOCKEN
702513,96002,CA,REDDING
703112,94403-1906,CA,SAN MATEO
703303,53711,WI,MADISON
703351,75019,TX,DALLAS
703360,95131,CA,SAN JOSE
703361,95138,CA,SAN JOSE
703559,07430,NJ,MAHWAH
703604,76102,TX,FORT WORTH
703642,10022-6225,NY,NEW YORK
703701,76102,TX,FORT WORTH
703904,28365,NC,MOUNT OLIVE
703970,63131,MO,ST LOUIS
704051,21202,MD,BALTIMORE
704207,02210,MA,BOSTON
704271,29602,SC,GREENVILLE
704328,48083,MI,TROY
704415,37067,TN,FRANKLIN
704460,55344,MN,EDEN PRAIRIE
704532,01887,MA,WILMINGTON
704561,36502,AL,ATMORE
704562,92780,CA,TUSTIN
705318,04101,ME,PORTLAND
705432,75701,TX,TYLER
705671,16801,PA,STATE COLLEGE
705752,29602,SC,GREENVILLE
706015,92626,CA,COSTA MESA
706155,02109,MA,BOSTON
706453,10004,NY,NEW YORK
706471,43229,OH,COLUMBUS
706539,94608,CA,EMERYVILLE
706688,30339,GA,ATLANTA
706777,19053,PA,FEASTERVILLE
706864,07006-0986,NJ,W CALDWELL
707179,47708,IN,EVANSVILLE
707388,06870,CT,OLD GREENWICH
707549,94538,CA,FREMONT
707605,15907,PA,JOHNSTOWN
707606,19355,PA,MALVERN
707805,10962,NY,ORANGEBURG
707823,02210,MA,BOSTON
707855,61356,IL,PRINCETON
708191,02210,MA,BOSTON
708250,94555,CA,FREMONT
708484,98052,WA,REDMOND
708781,63131,MO,ST. LOUIS
708818,92612,CA,IRVINE
708819,77079,TX,HOUSTON
708821,13413,NY,NEW HARTFORD
708848,29202,SC,COLUMBIA
708850,94086-3603,CA,SUNNYVALE
708870,29602,SC,GREENVILLE
708950,20036,DC,WASHINGTON
708955,45202,OH,CINCINNATI
709283,95110,CA,SAN JOSE
709355,19087,PA,RADNOR
709364,10010,NY,NEW YORK
709519,95054,CA,SANTA CLARA
709558,46032-4572,IN,CARMEL
709804,10022,NY,NEW YORK
709878,10573-1068,NY,RYE BROOK
709942,13820,NY,ONEONTA
710124,60603,IL,CHICAGO
710752,75219-4518,TX,DALLAS
710807,90049,CA,LOS ANGELESENA
710826,28277,NC,CHARLOTTE
710846,116100,F4,DALIAN
711039,95035,CA,MILPITAS
711065,95054,CA,SANTA CLARA
711080,45202-4203,OH,CINCINNATI
711175,07102,NJ,NEWARK
711307,77042,TX,HOUSTON
711377,48912,MI,LANSING
711404,94583,CA,SAN RAMON
711665,78217,TX,SAN ANTONIO
711772,02138,MA,CAMBRIDGE
712034,60047,IL,LAKE ZURICH
712511,95035,CA,MILPITAS
712515,94065,CA,REDWOOD CITY
712537,15701,PA,INDIANA
712770,11021-3190,NY,GREAT NECK
712771,07632,NJ,ENGLEWOOD CLIFFS
713002,98032,WA,KENT
713095,40602,KY,FRANKFORT
713138,01752-4748,MA,MARLBOROUGH
713275,89084,NV,NORTH LAS VEGAS
713425,30305,GA,ATLANTA
713492,91311,CA,CHATSWORTH
713671,19335,PA,DOWNINGTOWN
713676,15222-2401,PA,PITTSBURGH
713975,17870,PA,SELINSGROVE
714278,60661-1416,IL,CHICAGO
714310,10119,NY,NEW YORK
714603,64105-1594,MO,KANSAS CITY
714655,02142,MA,CAMBRIDGE
714710,17111,PA,HARRISBURG
714756,61104,IL,ROCKFORD
714801,90067,CA,LOS ANGELES
714980,07102,NJ,NEWARK
715072,38804-4827,MS,TUPELO
715096,08034-5400,NJ,CHERRY HILL
715273,75207,TX,DALLAS
715446,95118,CA,SAN JOSE
715578,90211,CA,BEVERLY HILLS
715593,89706,NV,CARSON CITY
715779,19144,PA,PHILADELPHIA
715957,23219,VA,RICHMOND
716006,66211,KS,OVERLAND PARK
716039,90245,CA,EL SEGUNDO
716054,92121,CA,SAN DIEGO
716133,45202,OH,CINCINNATI
716314,14020,NY,BATAVIA
716634,90230,CA,CULVER CITY
716643,55416,MN,MINNEAPOLIS
716646,02458,MA,NEWTON
716688,13057,NY,E SYRACUSE
716716,10036,NY,NEW YORK
716778,91367,CA,WOODLAND HILLS
716783,20170,VA,HERNDON
716823,45103,OH,BATAVIA
716836,80112-3924,CO,CENTENNIAL
717059,97035,OR,LAKE OSWEGO
717238,90041,CA,LOS ANGELES
717306,28262-2373,NC,CHARLOTTE
717316,94043,CA,MOUNTAIN VIEW
717423,77024,TX,HOUSTON
717538,12801,NY,GLENS FALLS
717605,06901,CT,STAMFORD
717724,10901,NY,SUFFERN
717751,82008,CA,CARLSBAD
717806,35243,AL,BIRMINGHAM
717837,60523,IL,OAK BROOK
717954,01887,MA,WILMINGTON
718007,75038,TX,IRVING
718074,11747,NY,MELVILLE
718130,21046,MD,COLUMBIA
718332,75056,TX,THE COLONY
718449,33418,FL,PALM BEACH GARDENS
718482,63103,MO,ST LOUIS
718573,85034,AZ,PHOENIX
718581,02210,MA,BOSTON
718789,89119,NV,LAS VEGAS
718824,20814,MD,BETHESDA
718877,90404,CA,SANTA MONICA
718891,02210,MA,BOSTON
718909,02109,MA,BOSTON
718916,08016,NJ,BURLINGTON
719164,60018,IL,DES PLAINES
719220,15701,PA,INDIANA
719269,02199,MA,BOSTON
719274,94568,CA,DUBLIN
719423,07302,NJ,JERSEY CITY
719447,92841,CA,GARDEN GROVE
719451,02210,MA,BOSTON
719581,90803,CA,LONG BEACH
719603,90071,CA,LOS ANGELES
719608,90071,CA,LOS ANGELES
719722,92121,CA,SAN DIEGO
719739,75210,TX,DALLAS
719754,80906,CO,COLORADO SPRINGS
719955,94109,CA,SAN FRANCISCO
720005,33716,FL,ST PETERSBURG
720154,47906-1382,IN,WEST LAFAYETTE
720195,01702,MA,FRAMINGHAM
720309,06901,CT,STAMFORD
720318,02210,MA,BOSTON
720480,11042,NY,LAKE SUCCESS
720500,85288,AZ,TEMPE
720671,22312,VA,ALEXANDRIA
720672,63102-2102,MO,ST. LOUIS
720858,27514,NC,CHAPEL HILL
720875,84121,UT,SALT LAKE CITY
720896,06801,CT,BETHEL
721083,77032,TX,HOUSTON
721237,19382-6223,PA,WEST CHESTER
721371,43017,OH,DUBLIN
721648,10004,NY,NEW YORK
721673,80222,CO,DENVER
721683,31901,GA,COLUMBUS
721765,48083,MI,TROY
721773,93010,CA,CAMARILLO
722077,66211,KS,LEAWOOD
722079,60015,IL,DEERFIELD
722104,08816,NJ,EAST BRUNSWICK
722256,10707,NY,YONKERS
722313,55369,MN,MAPLE GROVE
722392,97006-1992,OR,BEAVERTON
722565,29602,SC,GREENVILLE
722574,02210,MA,BOSTON
722575,02116,MA,BOSTON
722648,90211,CA,BEVERLY HILLS
722723,78758,TX,AUSTIN
722830,07950,NJ,MORRIS PLAINS
722885,01773,MA,LINCOLN
723125,83716-9632,ID,BOISE
723188,13214,NY,SYRACUSE
723254,45262,OH,CINCINNATI
723371,60606,IL,CHICAGO
723455,53202,WI,MILWAUKEE
723458,11753,NY,JERICHO
723527,39056,MS,CLINTON
723531,14625-0397,NY,ROCHESTER
723594,24701,WV,BLUEFIELD
723603,27262,NC,HIGH POINT
723612,07054,NJ,PARSIPPANY
723620,10104,NY,NEW YORK
723639,55428-1028,MN,MINNEAPOLIS
723888,60017,IL,DES PLAINES
723924,23294-1800,VA,RICHMOND
724024,78746,TX,AUSTIN
724129,07311,NJ,JERSEY CITY
724571,38118,TN,MEMPHIS
724606,63127,MO,SAINT  LOUIS
724742,10173,NY,NEW YORK
724910,55344,MN,EDEN PRAIRIE
724941,10001,NY,NEW YORK
724988,01844,MA,METHUEN
725058,08540,NJ,PRINCETON
725363,22182,VA,VIENNA
725460,10016,NY,NEW YORK
725549,89119,NV,LAS VEGAS
725781,77046,TX,HOUSTON
726513,60654,IL,CHICAGO
726514,97229,OR,PORTLAND
726517,05403,VT,SOUTH BURLINGTON
726601,32301,FL,TALLAHASSEE
726728,92130,CA,SAN DIEGO
726735,07311,NJ,JERSEY CITY
